customer_id,age,gender,city,department,latitude,longitude,income_bracket,occupation,education_level,marital_status,household_size,acquisition_channel,customer_segment,savings_account,credit_card,personal_loan,investment_account,insurance_product,active_products,app_logins_frequency,feature_usage_diversity,bill_payment_user,auto_savings_enabled,credit_utilization_ratio,international_transactions,failed_transactions,tx_count,avg_tx_value,total_tx_volume,first_tx,last_tx,base_satisfaction,tx_satisfaction,product_satisfaction,satisfaction_score,nps_score,last_survey_date,support_tickets_count,resolved_tickets_ratio,app_store_rating,feedback_sentiment,feature_requests,complaint_topics,clv_segment,monthly_transaction_count,average_transaction_value,total_transaction_volume,transaction_frequency,last_transaction_date,preferred_transaction_type,first_transaction_date,weekend_transaction_ratio,avg_daily_transactions,customer_tenure,churn_probability,customer_lifetime_value
11612850,60,Female,Pasto,Narino,1.2140275,-77.2785096,High,Construction Worker,High School,Married,5,Paid Ad,inactive,TRUE,TRUE,FALSE,TRUE,FALSE,1,19,1,TRUE,FALSE,0.450075565,0,0,78,567050.641,44229950,1/7/23,12/16/23,6.999886636,0.39,0.6,4,-36,8/25/23,0,0,4,Positive,"Mobile check deposit, Budgeting tools",,Silver,3.75,1409958.889,63448150,0.125698324,12/29/23,Transfer,1/7/23,0.244444444,0.125698324,11.93333333,0.435219492,116399783.1
50541240,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Hairdresser,Bachelor,Widowed,5,Organic,inactive,TRUE,TRUE,FALSE,TRUE,FALSE,1,26,3,TRUE,FALSE,0.10617554,4,0,20,578905,11578100,1/12/23,10/21/23,8.351783049,0.1,0.6,4,-39,6/29/23,2,1,4.5,Positive,"International transfers, Cryptocurrency trading",Fees,Bronze,1.5,1353993.333,20309900,0.046875,12/4/23,Transfer,1/12/23,0.4,0.046875,11.5,0.423798569,30501598.86
41759418,60,Male,Ibague,Tolima,4.4386033,-75.2108857,High,Nurse,Bachelor,Married,2,Organic,occasional,TRUE,TRUE,TRUE,FALSE,TRUE,1,26,0,FALSE,FALSE,0.255248072,1,0,14,1316750,18434500,1/4/23,12/11/23,6.608330411,0.07,0.8,4,-36,4/9/23,1,0,4,Positive,"Savings goals, Mobile check deposit",,Bronze,9.75,1492976.068,174678200,0.332386364,12/22/23,Transfer,1/4/23,0.282051282,0.332386364,11.96666667,0.423798569,39424343.85
18297530,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Artist,Master,Single,1,Partnership,occasional,TRUE,TRUE,TRUE,TRUE,FALSE,1,26,4,TRUE,FALSE,0.501630337,0,0,15,1854726.667,27820900,2/11/23,12/27/23,6.853953717,0.075,0.8,4,-31,6/29/23,2,1,5,Positive,"Budgeting tools, Savings goals",,Silver,4.333333333,5155010.577,268060550,0.150289017,12/22/23,Transfer,2/11/23,0.25,0.150289017,11.76666667,0.423798569,95743122.68
67842746,60,Male,Bucaramanga,Santander,7.1669842,-73.1047294,Medium,Nurse,High School,Single,1,Organic,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,2,15,2,FALSE,TRUE,0.054980287,0,1,12,2443483.333,29321800,1/25/23,12/13/23,9.213669921,0.06,0.4,5,-18,1/27/23,0,0,3.5,Neutral,,,Silver,1.714285714,1226237.5,14714850,0.034383954,12/24/23,Transfer,1/25/23,0.416666667,0.034383954,11.8,0.371559822,97301000.59
62993088,60,Male,Cucuta,Norte,7.8971458,-72.5080387,High,Hairdresser,Bachelor,Single,1,Paid Ad,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,1,30,1,TRUE,FALSE,0.688942858,1,0,40,1579085,63163400,1/5/23,12/23/23,7.630943447,0.2,0.6,4,-32,3/29/23,2,0.5,5,Positive,,Account security,Bronze,1.714285714,3672491.667,44069900,0.034482759,12/20/23,Payment,1/5/23,0.166666667,0.034482759,11.9,0.418858405,175886893.9
31666881,59,Male,Cucuta,Norte,7.8971458,-72.5080387,Medium,Pharmacist,High School,Married,3,Referral,regular,TRUE,TRUE,TRUE,TRUE,TRUE,2,7,4,TRUE,TRUE,0.101285024,0,0,39,3859734.615,150529650,1/7/23,12/21/23,8.180170179,0.195,1,4,-28,6/5/23,2,1,4,Positive,Budgeting tools,Customer service,Platinum,19,592539.0351,135098900,0.644067797,12/28/23,Payment,1/7/23,0.280701754,0.644067797,11.83333333,0.413246692,337003842.7
97858242,60,Female,Medellin,Antioquia,5.0743694,-75.5081167,High,Security Guard,Bachelor,Single,1,Referral,power,TRUE,TRUE,FALSE,TRUE,FALSE,1,15,4,TRUE,FALSE,0.354146428,0,0,412,13368010.44,5507620300,1/4/23,12/29/23,8.728678032,1,0.6,5,-10,3/2/23,0,0,4,Positive,Mobile check deposit,Transaction issues,Platinum,2.636363636,536465.5172,15557500,0.082386364,12/25/23,Payment,1/4/23,0.310344828,0.082386364,11.86666667,0.421559822,8297039512
62468802,59,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Pharmacist,Bachelor,Single,3,Paid Ad,regular,TRUE,TRUE,FALSE,FALSE,FALSE,2,26,0,TRUE,FALSE,0.469878706,0,0,20,5458987.5,109179750,1/28/23,12/20/23,8.876993928,0.1,0.4,5,-4,5/31/23,1,1,4.5,Positive,"International transfers, Cryptocurrency trading",Account security,Gold,1.5,1551844.444,27933200,0.052325581,12/23/23,Transfer,1/28/23,0.277777778,0.052325581,11.66666667,0.34780884,301389929.8
59192004,60,Male,Santa Marta,Magdalena,11.2320944,-74.1950916,Medium,Designer,Bachelor,Married,4,Partnership,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,4,22,1,TRUE,FALSE,0.274055839,1,1,23,1464734.783,33688900,1/19/23,12/19/23,7.215083102,0.115,0.6,4,-27,7/7/23,2,0,4.5,Positive,,,Bronze,1.75,529992.8571,7419900,0.053846154,10/18/23,Payment,1/19/23,0.285714286,0.053846154,11.06666667,0.279832498,91028517.2
87634645,60,Female,Medellin,Antioquia,5.0743694,-75.5081167,Medium,Security Guard,High School,Married,1,Referral,power,TRUE,TRUE,TRUE,TRUE,TRUE,1,30,7,TRUE,FALSE,0.251206384,1,0,13,16443542.31,213766050,1/4/23,12/24/23,7.270387124,0.065,1,4,-31,9/14/23,0,0,3.5,Neutral,,Customer service,Gold,4.25,4150114.706,211655850,0.149122807,12/22/23,Transfer,1/4/23,0.215686275,0.149122807,11.63333333,0.418858405,360003317.3
10957527,60,Other,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Designer,Master,Married,2,Referral,regular,TRUE,TRUE,FALSE,TRUE,FALSE,2,19,4,TRUE,TRUE,0.205959286,0,0,18,4658838.889,83859100,1/17/23,12/6/23,7.183052485,0.09,0.6,4,-37,8/20/23,1,1,4.5,Positive,,Transaction issues,Gold,1.25,1861165,18611650,0.029498525,12/26/23,Transfer,1/17/23,0.3,0.029498525,11.4,0.385219492,223307835.5
94450392,59,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Manager,Bachelor,Widowed,6,Paid Ad,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,2,19,1,TRUE,FALSE,0.298915909,0,1,12,1762262.5,21147150,2/6/23,12/26/23,8.972060456,0.06,0.4,5,-15,5/25/23,3,1,4.5,Positive,Cryptocurrency trading,,Bronze,7.166666667,595703.4884,51230500,0.259036145,12/8/23,Transfer,2/6/23,0.302325581,0.259036145,11.76666667,0.359229763,76690070.44
79901401,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Waiter,Bachelor,Single,4,Organic,regular,TRUE,TRUE,FALSE,TRUE,TRUE,2,22,4,FALSE,FALSE,0.35605141,0,1,11,3507822.727,38586050,2/6/23,11/18/23,9.149402813,0.055,0.8,5,-12,11/15/23,0,0,4,Positive,,,Gold,6.5,15308202.56,1194039800,0.217877095,12/29/23,Transfer,2/6/23,0.243589744,0.217877095,11.93333333,0.357610275,107751911.8
45298392,60,Male,Barranquilla,Atlantico,11.0101922,-74.8231794,Very High,Cashier,Bachelor,Widowed,2,Organic,regular,TRUE,TRUE,TRUE,FALSE,FALSE,1,22,2,FALSE,FALSE,0.180236912,1,0,12,3958741.667,47504900,2/18/23,12/8/23,7.496865071,0.06,0.6,4,-30,10/7/23,2,1,4,Positive,Cryptocurrency trading,Customer service,Bronze,1.25,18980505,189805050,0.034246575,12/2/23,Transfer,2/18/23,0.3,0.034246575,10.63333333,0.429832498,125987389.5
43201244,59,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Pharmacist,Bachelor,Divorced,3,Organic,power,TRUE,TRUE,TRUE,FALSE,FALSE,2,15,5,TRUE,FALSE,0.169185677,1,0,11,13422627.27,147648900,1/12/23,11/30/23,8.000486277,0.055,0.6,4,-18,1/28/23,2,1,4.5,Positive,,App performance,Gold,1.375,1254113.636,13795250,0.039568345,11/11/23,Transfer,1/12/23,0.272727273,0.039568345,10.86666667,0.390014538,279696021.5
49492703,59,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Insurance Agent,Bachelor,Married,3,Organic,occasional,TRUE,FALSE,FALSE,TRUE,FALSE,1,30,2,FALSE,FALSE,,1,0,17,1621800,27570600,1/5/23,12/18/23,8.337316023,0.085,0.4,4,-34,9/29/23,1,1,5,Positive,,Fees,Gold,1.666666667,603163.3333,9047450,0.042857143,12/29/23,Transfer,1/5/23,0.2,0.042857143,11.66666667,0.415090899,71593237.49
50148065,60,Female,Santa Marta,Magdalena,11.2320944,-74.1950916,Low,Lawyer,High School,Divorced,4,Partnership,regular,FALSE,TRUE,FALSE,FALSE,FALSE,1,22,0,TRUE,FALSE,0.181767087,0,0,15,5414493.333,81217400,1/10/23,11/29/23,8.851270827,0.075,0.2,4,-35,5/9/23,2,1,3.5,Neutral,"Savings goals, International transfers",,Gold,1.666666667,2814420,28144200,0.043103448,10/12/23,Withdrawal,1/10/23,0.2,0.043103448,10.33333333,0.429832498,219011600.8
77411050,60,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Very High,Bank Teller,Bachelor,Single,2,Partnership,inactive,TRUE,TRUE,TRUE,FALSE,FALSE,2,26,1,FALSE,TRUE,0.349913506,1,0,13,672142.3077,8737850,1/28/23,11/23/23,8.364893617,0.065,0.6,4,-31,4/22/23,1,1,2.5,Negative,Mobile check deposit,,Bronze,1.25,2361510,23615100,0.034246575,12/5/23,Transfer,1/28/23,0.5,0.034246575,10.53333333,0.373798569,29035378.11
80294635,60,Male,Bucaramanga,Santander,7.1669842,-73.1047294,Medium,Electrician,Bachelor,Divorced,3,Referral,power,TRUE,TRUE,FALSE,TRUE,FALSE,1,11,8,TRUE,FALSE,0.434871948,0,0,10,18816410,188164100,2/27/23,12/26/23,8.284845984,0.05,0.6,4,-22,7/8/23,0,0,5,Positive,"International transfers, Mobile check deposit",App performance,Platinum,2.1,1463714.286,30738000,0.061583578,12/27/23,Transfer,2/27/23,0.047619048,0.061583578,11.43333333,0.45424037,436969192.1
59323130,59,Female,Manizales,Caldas,5.0743694,-75.5081167,Medium,Teacher,High School,Single,1,Partnership,occasional,FALSE,FALSE,FALSE,FALSE,FALSE,2,7,0,FALSE,TRUE,,2,0,39,1254257.692,48916050,1/9/23,12/27/23,7.160459139,0.195,0,4,-27,3/9/23,1,1,4,Positive,,,Silver,1.25,617910,6179100,0.033333333,11/18/23,Transfer,1/9/23,0.5,0.033333333,11.36666667,0.413246692,119416479.3
58536699,59,Male,Barranquilla,Atlantico,11.0101922,-74.8231794,Medium,Construction Worker,Master,Single,4,Organic,regular,TRUE,TRUE,TRUE,FALSE,FALSE,2,15,4,TRUE,TRUE,0.154286255,0,0,12,4557633.333,54691600,3/12/23,12/27/23,6.975395003,0.06,0.6,4,-31,9/25/23,1,1,4.5,Positive,"Budgeting tools, International transfers",,Silver,16.83333333,4712766.584,951978850,0.56741573,12/26/23,Transfer,3/12/23,0.321782178,0.56741573,11.96666667,0.390014538,197197259.5
60502782,59,Female,Barranquilla,Atlantico,11.0101922,-74.8231794,Medium,Nurse,High School,Single,2,Paid Ad,inactive,TRUE,TRUE,TRUE,FALSE,TRUE,3,7,5,TRUE,FALSE,0.685863714,0,0,15,533190,7997850,4/3/23,12/23/23,8.266978463,0.075,0.8,4,-28,12/16/23,0,0,3,Neutral,Budgeting tools,,Bronze,1.666666667,4454335,89086700,0.056179775,12/26/23,Payment,4/3/23,0.25,0.056179775,11.96666667,0.363246692,39010106.65
27996932,59,Male,Cucuta,Norte,7.8971458,-72.5080387,High,Salesperson,Master,Married,3,Paid Ad,power,TRUE,TRUE,FALSE,FALSE,FALSE,1,11,2,TRUE,FALSE,0.216590383,0,0,10,11140950,111409500,1/29/23,12/23/23,8.356190359,0.05,0.4,4,-35,9/8/23,2,0.5,4,Positive,,,Gold,1.222222222,589650,6486150,0.034055728,12/20/23,Transfer,1/29/23,0.181818182,0.034055728,11.06666667,0.450472864,253662323.4
26161924,60,Female,Bucaramanga,Santander,7.1669842,-73.1047294,High,Doctor,Bachelor,Single,1,Referral,occasional,TRUE,TRUE,TRUE,FALSE,TRUE,5,22,7,FALSE,FALSE,0.252813078,0,0,24,1806922.917,43366150,1/12/23,12/11/23,7.109205296,0.12,0.8,4,-30,11/12/23,0,0,2,Negative,International transfers,App performance,Bronze,1.571428571,16505322.73,181558550,0.03630363,11/11/23,Payment,1/12/23,0.272727273,0.03630363,11.7,0.229832498,102828914.8
63386376,59,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Nurse,Bachelor,Single,4,Organic,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,2,33,3,FALSE,TRUE,0.079919336,0,0,30,1311060,39331800,1/4/23,12/21/23,8.726957405,0.15,0.6,5,-5,8/26/23,3,0.666666667,5,Positive,"Cryptocurrency trading, Mobile check deposit",,Gold,3.25,3933483.333,153405850,0.121118012,12/10/23,Transfer,1/4/23,0.256410256,0.121118012,11.36666667,0.339760651,92509673.77
91566857,59,Male,Pereira,Risaralda,4.7854606,-75.788322,High,Insurance Agent,Master,Married,3,Organic,power,TRUE,TRUE,FALSE,TRUE,FALSE,1,7,3,TRUE,TRUE,0.27087494,0,0,16,14752515.63,236040250,2/4/23,11/24/23,9.199142488,0.08,0.6,5,-11,2/5/23,1,1,4.5,Positive,Mobile check deposit,,Platinum,2,2203900,44078000,0.057803468,12/29/23,Transfer,2/4/23,0.3,0.057803468,11.53333333,0.44102447,535288441.2
37696264,60,Female,Cartagena,Bolivar,10.3873369,-75.5196631,High,Engineer,Bachelor,Divorced,3,Referral,inactive,TRUE,TRUE,TRUE,TRUE,FALSE,1,19,1,TRUE,TRUE,0.605269544,1,0,30,551508.3333,16545250,1/21/23,12/16/23,8.364469245,0.15,0.8,4,-31,4/6/23,1,1,4.5,Positive,"Budgeting tools, Cryptocurrency trading",Customer service,Bronze,1.571428571,4972381.818,54696200,0.037414966,11/26/23,Transfer,1/21/23,0.181818182,0.037414966,10.9,0.435219492,39524995.11
12268299,59,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Farmer,High School,Single,4,Paid Ad,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,2,30,1,TRUE,FALSE,0.158075241,0,1,26,1355111.538,35232900,2/1/23,12/25/23,9.022723634,0.13,0.4,5,-10,7/26/23,1,1,5,Positive,,,Gold,1.571428571,576950,6346450,0.034920635,12/13/23,Transfer,2/1/23,0.363636364,0.034920635,11.03333333,0.342868677,104521374
72823564,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Very High,Doctor,PhD,Divorced,7,Organic,occasional,TRUE,TRUE,TRUE,TRUE,TRUE,4,19,1,TRUE,FALSE,0.251462599,0,0,12,1365737.5,16388850,1/27/23,12/9/23,8.317135959,0.06,1,4,-32,7/16/23,1,0,4,Positive,,,Silver,1.714285714,1561183.333,18734200,0.036144578,12/11/23,Transfer,1/27/23,0.333333333,0.036144578,11.66666667,0.285219492,49512940.04
26424078,60,Other,Barranquilla,Atlantico,11.0101922,-74.8231794,High,Veterinarian,High School,Married,5,Paid Ad,power,TRUE,TRUE,TRUE,TRUE,FALSE,2,19,3,TRUE,FALSE,0.065922984,1,0,14,15237753.57,213328550,1/6/23,11/24/23,9.275259716,0.07,0.8,5,-3,1/20/23,2,0.5,3.5,Neutral,"Budgeting tools, Mobile check deposit",,Gold,3.333333333,5420190,216807600,0.122699387,12/7/23,Transfer,1/6/23,0.325,0.122699387,11.6,0.362997269,387491883.2
17380111,59,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Artist,Bachelor,Widowed,3,Referral,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,2,30,4,FALSE,FALSE,0.145596736,2,1,11,1827627.273,20103900,2/17/23,12/9/23,6.837464115,0.055,0.6,4,-32,7/31/23,0,0,4.5,Positive,"Savings goals, Budgeting tools",,Bronze,1.9,4332707.895,82321450,0.053221289,12/29/23,Transfer,2/17/23,0.105263158,0.053221289,11.9,0.365090899,63447539.32
10433296,60,Female,Medellin,Antioquia,5.0743694,-75.5081167,Low,Security Guard,High School,Single,4,Referral,occasional,TRUE,TRUE,FALSE,FALSE,TRUE,1,26,3,TRUE,TRUE,0.163225119,0,0,18,1431761.111,25771700,1/5/23,12/27/23,8.532238208,0.09,0.6,4,-37,4/19/23,2,0.5,4,Positive,,App performance,Silver,2.222222222,568025,11360500,0.06116208,12/25/23,Transfer,1/5/23,0.3,0.06116208,11.03333333,0.423798569,74836870.96
41890577,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Very High,Nurse,PhD,Single,4,Referral,inactive,TRUE,TRUE,TRUE,TRUE,FALSE,1,30,2,TRUE,FALSE,0.309708223,1,0,14,594985.7143,8329800,1/28/23,10/21/23,9.152248593,0.07,0.8,5,-4,10/9/23,1,1,4,Positive,,,Bronze,3,1792139.394,59140600,0.095652174,12/15/23,Transfer,1/28/23,0.212121212,0.095652174,11.96666667,0.396636183,23470022.57
56832793,60,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Farmer,Bachelor,Married,3,Referral,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,1,11,4,TRUE,FALSE,0.359463347,1,0,59,1858911.864,109675800,1/10/23,12/25/23,8.798209023,0.295,0.6,5,-7,12/13/23,0,0,2.5,Negative,Mobile check deposit,App performance,Gold,38.75,1679993.441,781196950,1.295264624,12/29/23,Transfer,1/10/23,0.260215054,1.295264624,11.96666667,0.432018148,298415846.5
79377178,59,Male,Monteria,Cordoba,8.7509361,-75.8786806,Medium,Mechanic,Bachelor,Married,4,Paid Ad,regular,TRUE,TRUE,TRUE,FALSE,FALSE,3,11,4,FALSE,FALSE,0.45021475,2,0,14,3938157.143,55134200,1/26/23,12/27/23,7.123858854,0.07,0.6,4,-29,11/28/23,1,1,5,Positive,Savings goals,,Platinum,1.428571429,2130290,21302900,0.030120482,12/2/23,Transfer,1/26/23,0.1,0.030120482,11.96666667,0.350472864,170734402.2
28914462,60,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Engineer,Bachelor,Single,4,Paid Ad,occasional,TRUE,TRUE,FALSE,FALSE,TRUE,1,11,2,TRUE,FALSE,0.237160525,0,0,14,1350014.286,18900200,1/6/23,12/26/23,7.14060301,0.07,0.6,4,-32,12/31/23,1,1,4,Positive,,,Silver,2.416666667,1985389.655,57576300,0.081920904,12/24/23,Transfer,1/6/23,0.344827586,0.081920904,11.96666667,0.45424037,53983679.64
78459680,60,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Musician,Bachelor,Single,4,Paid Ad,power,TRUE,FALSE,FALSE,TRUE,TRUE,1,7,1,TRUE,TRUE,,1,0,24,16713600,401126400,1/15/23,12/18/23,7.951919005,0.12,0.6,4,-33,11/7/23,2,0.5,5,Positive,,App performance,Platinum,1.375,1416136.364,15577500,0.037671233,12/10/23,Withdrawal,1/15/23,0.363636364,0.037671233,10.36666667,0.467014198,680586805.3
22229793,59,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Low,Construction Worker,High School,Divorced,3,Partnership,regular,TRUE,FALSE,FALSE,FALSE,TRUE,1,22,3,FALSE,TRUE,,0,0,18,4023258.333,72418650,2/26/23,12/19/23,9.029573688,0.09,0.4,5,-8,11/19/23,1,1,4,Positive,"Cryptocurrency trading, Mobile check deposit",Account security,Platinum,4.416666667,1669477.358,88482300,0.151862464,12/28/23,Payment,2/26/23,0.283018868,0.151862464,11.66666667,0.403842769,270788532.6
38482724,59,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Dentist,High School,Single,4,Referral,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,4,33,6,TRUE,FALSE,0.451097403,0,0,13,1866442.308,24263750,2/9/23,12/27/23,8.955436112,0.065,0.4,5,-10,12/17/23,0,0,4.5,Positive,,App performance,Silver,3.166666667,663485.5263,25212450,0.114803625,12/23/23,Transfer,2/9/23,0.289473684,0.114803625,11.23333333,0.239760651,80552811.97
29438756,59,Female,Bucaramanga,Santander,7.1669842,-73.1047294,High,Dentist,Master,Single,3,Organic,occasional,TRUE,TRUE,TRUE,FALSE,FALSE,3,30,6,TRUE,FALSE,0.785259616,0,0,10,2199060,21990600,1/21/23,11/5/23,7.861958135,0.05,0.6,4,-38,1/30/23,1,1,4,Positive,Mobile check deposit,,Bronze,2.181818182,3634039.583,87216950,0.074534161,11/30/23,Transfer,1/21/23,0.166666667,0.074534161,11.7,0.315090899,43405503.53
27734824,59,Female,Medellin,Antioquia,5.0743694,-75.5081167,High,Pharmacist,Master,Single,6,Organic,power,TRUE,TRUE,FALSE,FALSE,TRUE,1,11,2,TRUE,TRUE,0.323162636,0,0,23,15111932.61,347574450,1/29/23,12/9/23,7.875178835,0.115,0.6,4,-31,8/26/23,1,1,4,Positive,,Fees,Platinum,1.666666667,465220,4652200,0.03058104,12/20/23,Transfer,1/29/23,0.1,0.03058104,11.2,0.450472864,767920562
70464298,60,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Firefighter,High School,Single,2,Paid Ad,inactive,TRUE,TRUE,FALSE,FALSE,FALSE,4,26,5,TRUE,FALSE,0.137389271,0,0,18,431230.5556,7762150,1/21/23,12/9/23,8.51942022,0.09,0.4,4,-31,3/13/23,3,0.666666667,4.5,Positive,,Customer service,Bronze,2,2670865.625,42733850,0.046511628,12/26/23,Transfer,1/21/23,0.3125,0.046511628,11.56666667,0.273798569,21297303.51
85013292,60,Male,Medellin,Antioquia,5.0743694,-75.5081167,High,Manager,Master,Divorced,2,Referral,regular,TRUE,TRUE,TRUE,FALSE,FALSE,1,22,2,TRUE,FALSE,0.569617568,0,0,25,5328188,133204700,1/10/23,12/26/23,7.855010754,0.125,0.6,4,-22,8/3/23,1,1,4,Positive,"Savings goals, Budgeting tools",Fees,Gold,3.181818182,5466575.714,191330150,0.104166667,12/28/23,Transfer,1/10/23,0.228571429,0.104166667,11.23333333,0.429832498,311697432.6
75576108,59,Male,Valledupar,Cesar,10.4651733,-73.2529512,High,Nurse,Bachelor,Divorced,4,Organic,occasional,TRUE,TRUE,TRUE,TRUE,FALSE,1,11,6,TRUE,FALSE,0.057461869,2,0,522,1644482.375,858419800,1/4/23,12/29/23,5.657848418,1,0.8,3,-47,10/7/23,0,0,4.5,Positive,Budgeting tools,,Platinum,1.857142857,2048461.538,26630000,0.060465116,9/23/23,Transfer,1/4/23,0.307692308,0.060465116,10.4,0.472695086,1766542065
99955501,59,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,Low,Insurance Agent,High School,Single,4,Referral,regular,TRUE,TRUE,FALSE,FALSE,FALSE,1,30,1,FALSE,TRUE,0.185894087,3,0,26,5173988.462,134523700,1/16/23,12/25/23,9.327160369,0.13,0.4,5,-22,11/2/23,1,1,4.5,Positive,Savings goals,Customer service,Gold,4.416666667,1739098.113,92172200,0.149717514,12/25/23,Transfer,1/16/23,0.283018868,0.149717514,11.93333333,0.392868677,347383495.5
90518323,59,Male,Medellin,Antioquia,5.0743694,-75.5081167,High,Hairdresser,Master,Single,5,Referral,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,1,15,1,FALSE,TRUE,0.196607186,0,0,34,1533605.882,52142600,1/23/23,12/18/23,8.716176371,0.17,0.4,5,-18,1/20/23,1,1,2,Negative,Mobile check deposit,,Silver,2.75,4194692.424,138424850,0.100609756,12/3/23,Transfer,1/23/23,0.363636364,0.100609756,11.8,0.417792316,149723846
79508278,59,Other,Ibague,Tolima,4.4386033,-75.2108857,Medium,Doctor,High School,Married,4,Organic,regular,TRUE,FALSE,FALSE,FALSE,FALSE,1,11,1,TRUE,FALSE,,0,0,15,3660623.333,54909350,1/8/23,12/25/23,8.609917213,0.075,0.2,4,-31,9/18/23,1,1,4,Positive,"Savings goals, Budgeting tools",,Gold,1.666666667,1623045,16230450,0.049019608,10/20/23,Transfer,1/8/23,0.2,0.049019608,9.133333333,0.450472864,134437899.4
15807290,59,Male,Medellin,Antioquia,5.0743694,-75.5081167,Low,Musician,High School,Widowed,5,Referral,inactive,TRUE,TRUE,TRUE,TRUE,TRUE,2,26,6,TRUE,TRUE,0.469202046,0,0,11,542100,5963100,1/16/23,9/20/23,5.975247565,0.055,1,3,-54,1/18/23,0,0,5,Positive,,,Bronze,1.9,1515897.368,28802050,0.057926829,12/17/23,Transfer,1/16/23,0.210526316,0.057926829,11.33333333,0.392253284,19252984.41
53031740,60,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Psychologist,Bachelor,Divorced,4,Paid Ad,regular,TRUE,TRUE,TRUE,TRUE,FALSE,2,19,5,TRUE,FALSE,0.115221829,2,0,28,4808485.714,134637600,2/10/23,12/25/23,9.056695176,0.14,0.8,5,-4,11/10/23,3,1,4,Positive,,,Platinum,1.444444444,995334.6154,12939350,0.038123167,12/24/23,Payment,2/10/23,0.230769231,0.038123167,11.53333333,0.362997269,451952823.3
31011646,59,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Nurse,High School,Single,3,Referral,inactive,TRUE,TRUE,TRUE,FALSE,FALSE,2,19,6,FALSE,TRUE,0.403293607,0,0,39,530328.2051,20682800,1/14/23,12/24/23,6.939393414,0.195,0.6,4,-28,5/1/23,1,1,4,Positive,,,Bronze,1.9,13812623.68,262439850,0.057926829,12/17/23,Transfer,1/14/23,0.263157895,0.057926829,11.33333333,0.381451985,56033316.72
53293890,60,Male,Medellin,Antioquia,5.0743694,-75.5081167,Low,Cleaner,Bachelor,Married,3,Organic,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,2,19,2,TRUE,TRUE,0.498249663,0,1,10,1547790,15477900,2/11/23,10/29/23,8.032352986,0.05,0.4,4,-24,6/19/23,1,1,5,Positive,Savings goals,App performance,Silver,2.125,4780252.941,81264300,0.054313099,11/28/23,Transfer,2/11/23,0.352941176,0.054313099,11.46666667,0.385219492,45548625.07
78197571,59,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Programmer,Master,Single,5,Organic,inactive,TRUE,TRUE,TRUE,FALSE,TRUE,3,19,4,TRUE,FALSE,0.288492788,0,0,11,624600,6870600,1/15/23,11/30/23,8.235331371,0.055,0.8,4,-25,10/26/23,4,1,4,Positive,Cryptocurrency trading,,Bronze,1.625,1348453.846,17529900,0.04887218,9/30/23,Transfer,1/15/23,0.615384615,0.04887218,11.86666667,0.331451985,20531379.98
40448840,59,Male,Medellin,Antioquia,5.0743694,-75.5081167,Medium,Lawyer,Bachelor,Single,1,Referral,regular,TRUE,FALSE,FALSE,FALSE,FALSE,1,22,2,TRUE,TRUE,,0,2,15,3374356.667,50615350,1/6/23,11/7/23,9.247334417,0.075,0.2,5,-16,6/12/23,1,1,3.5,Neutral,Mobile check deposit,Customer service,Gold,1.857142857,1521423.077,19778500,0.037790698,12/22/23,Payment,1/6/23,0.461538462,0.037790698,11.7,0.403842769,122922891.3
